userName,score,at,content
pujiati puji,5,2023-06-03 16:35:30,shopee mantap semoga selalu amanah dalam.melayani konsumen dn tingkatkan kwalitas barang barang yg di jual di shopee sukses selalu shopee
Dedy romansyah romansyah,1,2023-06-03 16:35:12,I like it
Lisa Sitialisa,4,2023-06-03 16:32:35,Oke
Maulida Sofia,5,2023-06-03 16:31:41,Mudah dan cepat pengiriman nya
Christiano Veron,1,2023-06-03 16:31:30,"Mohon apk nya lebih ditingkatkan performa nya karna saya mau belanja sangat lemot aplikasi nya sedangkan jaringan bagus,ruang device lega 8gb lagi..... Udh itu aja nanti kalo performa udah bagus dinaikin bintangnya 🙏"
Chonifah Maidi,5,2023-06-03 16:30:55,Bagus sekali
Raafa Mumtaza Adi,4,2023-06-03 16:30:46,kurang banyak pilihan
Tukirin 5858,5,2023-06-03 16:29:53,mantap
Tania Novianti,1,2023-06-03 16:28:11,"Bintangnya ku kurangin lagi, karna ga ada perubhan sih, aplikasinya masih lemot pake banget, lag parah sampe ada berkali kali notif nya klo emng dari aplikasinya yg rusak. Perbaikin lagi dong"
Achmad Nurul Huda,5,2023-06-03 16:26:43,Memudahkan untuk belanja di luar daerah 👍👍👍👍
bangkit septri,5,2023-06-03 16:23:39,Manteeeppp
Alonesaja,1,2023-06-03 16:23:33,"Pesan di shoope selaing ongkir mahal,nyampenya juga lama kada ng berminggu,mending tik tok selain murah kualitas ok ongkir jg gk neko2 ke..by shopee moga lu gulung tikar sudahh"
Yanto,5,2023-06-03 16:18:54,oky mantap tepat terpecaya
Ry an,5,2023-06-03 16:17:52,bagus
m.nurul ichsan,5,2023-06-03 16:15:38,"Pilihan produk yg di cari lengkap,serta ada nya spaylater memudah kan dan meringankan."
Amanda Eliza,1,2023-06-03 16:13:09,SEKARANG KEBANYAKAN BIAYA ADMIN/BIAYA LANGGANANNYA
Meiko Honma,1,2023-06-03 16:13:02,"Biaya admin naik tapi kualitas pelayanan gk ikut naik, tarif ongkir yg digadang-gadang gratis di tiap iklan ternyata punya syarat min. pembelian, dan parahnya utk jasa kirim instant batas min. ordernya sama rata di 200k, padahal gk semua barang dibawah 100k bisa dikirim dgn jasa kirim reguler, belum syarat jadi member platinum juga luar biasa sulit. Makin kesini Shopee makin gencar mempersulit membernya sendiri, e-commerce yg seharusnya memberi kemudahan & kenyamanan justru malah sebaliknya."
Indra Boyolali15,5,2023-06-03 16:12:59,Apk mantap dh pokoknya ... Kunkasih bintang lima ... 😄
Erik Permana,5,2023-06-03 16:12:56,Belanja lebih mudah
ibnu idris,5,2023-06-03 16:12:47,𝚃𝚑𝚎 𝚋𝚎𝚜𝚝
Tohari 71,5,2023-06-03 16:10:17,mantaaap
Anjing eee maaf rifqi Freya,5,2023-06-03 16:09:10,Ya rekomendasi onlen shop no 1 di indonesia
Imel sanari,5,2023-06-03 16:05:23,Ini shopee saya kenapa ga bisa terbuka ya??coba download di hp satunya minta sertifikasi ke SMS atau ke wa link nya jg ga bs di buka knp ya?
AWANURUL FIDIYANTI,1,2023-06-03 16:04:37,Gk bisa masuk ke akun
PEBRI CHANDRA,1,2023-06-03 16:04:29,"Semakin di update, sistem nya semakin lemot dan loading nya lama klo kita mau klik barang yang mau dibeli."
Rezty 1304,5,2023-06-03 16:02:50,Tergokil siii
rinanur aeni09,1,2023-06-03 16:02:37,Makin kesini makin lemot banget Setiap check out bagian pembayaran pasti ngelag muter² gajelas padahal sinyalnya bagus Perbaiki lagi dong aplikasi nya
Mustam Sikin,1,2023-06-03 16:02:28,"Mau review produk aja upload foto/video nya muter2 terus, dodol. Aplikasi ngeselin."
Rahmaida Janiza,2,2023-06-03 16:01:13,"Makin diperbarui makin lemot. Jaringan bagus, cache udh rutin di hapus, tapi tetep aja lemot di bagian keranjang"
syahreza safin,5,2023-06-03 16:01:08,Aplikasi belanja online terbaik di indonesia.
Wiwit Alpiyan,3,2023-06-03 16:00:23,tolong adain tema gelap min soalnya di hp ku (bawaan hp ku ga iso min) plisss🙏🏻
arshaka alviano,3,2023-06-03 16:00:00,keren
Rahardjo Rahol,5,2023-06-03 15:58:46,Sy sangat puas krn pesanan sy sesuai dng pilihan sy trim's shopee
Herman Hakim,4,2023-06-03 15:58:14,"Sangat membantu, good job"
Sahrul R.,5,2023-06-03 15:58:10,Makany bagi sy skin special lancelot nanti gua kasih bintang lima selamanya
Pawon ndesho,3,2023-06-03 15:57:30,"Aplikasi bberapa bulan terakir ini lemot, bahkan hilang sampei lama nunggu ga kluar akirnya ku matikan"
Ryan Saputra Saputra,4,2023-06-03 15:57:22,berhasil
SUYONO YONO,4,2023-06-03 15:56:59,Transaksi aman..
Robby Ahsan alfaqih,5,2023-06-03 15:56:03,Sangat puas
Nurman Abdi,5,2023-06-03 15:55:59,"Sangat sanhat bagus,,"
Aminto Minto,1,2023-06-03 15:52:59,sangat terbantu
Ellen Putri,1,2023-06-03 15:51:33,"Makin Update , Sabtu 3 Juni 2023 Makin Hancur Aplikasi shoope. Silahkan tutup aplikasi nya. Jelas mau bangkrut. Limit Spinjam & Spaylater Tiba Tiba Dinonaktifkan. Kasih Bintang 1 yang udah jadi member Platinum. Aplikasi sekarang sudah Jelek Sangat Jelek !!!!"
Oka Candra,1,2023-06-03 15:51:22,"Oiii apa lah aaaa gueh sedang main gem, ada iklan keluar suruh donlod shopee, ini ada apa, kalau gak bisa bikin aplikasi hapus aja ganggu orang main gem aja ni iklan Shopee"
Michael Gallery,5,2023-06-03 15:51:03,"Aplikasi makin lama makin lalod ya, terutama utk buka menu shopeepay later, gmna caranya mau bayar tagihan kalau menunya nggak muncul?, lawak banget!"
Lala Vanzana,3,2023-06-03 15:47:46,Setiap mau belanja alamat saya gak kebaca terus...coba ganti alamat Tante saya yg beda juga kek gitu..gimana sih ini
Ayu Kusuma Dewi,2,2023-06-03 15:46:15,Terakhir aktif tidak sinkron. Padahal online terus
Arsha vin,1,2023-06-03 15:46:08,Saya mau belanja tapi data dk di terima
Saut Parlindungan Siadari,5,2023-06-03 15:44:48,"Recomended, Perbesar nilai SPinjam dan Shopee Pay nya"
Joker But,1,2023-06-03 15:42:29,Aplikasi tidak bagus.
Rahmat Yoyoyo,5,2023-06-03 15:40:00,Sangat membantu
pesantren Nya Indonesia,3,2023-06-03 15:39:24,Mkn gk ada free ongkir
Aris Setiyono,1,2023-06-03 15:38:55,Apk Bikin emozi lemot minta ampun mudah -mudahan ada gantinya Yaa Allah... aplikasi yg lebih baik dari shope aamiin ...bikin kesel ini aplikasi Yaa Allah .. Ampunani Dosa ku Yaa Allah ...pakai aplikasi ini kok terasa Dosa apa yang telah aku lakukan sehingga sesulit serumit seberat ini Yaa Allah hidup .. kasihanilah hamba Yaa Allah...buat YouTube Playstore FB Lazada Lancar kok untuk apk Shope kok susahnya minta ampunn nnn ingin rasa banting ini Hp Yaa Allah Tapi kalo dibanting mau pakai apa?....y
Asih 2023,1,2023-06-03 15:34:54,"Shopee sekarang tidak jelas , saya tidak bisa check out padahal akun baru"
Rosmawati Wati,5,2023-06-03 15:34:08,Mantap
Krisna Wahyu Eka Saputra,1,2023-06-03 15:33:30,"Udah gabisa nahan sabar lagi, mau bayar pay later pake saldo aja konfirmasinya lama banget lemot banget dan tampilannya layar putih trus, padahal sinyal udah bagus pake wifi kenceng juga tetep layar putih terus, dan transaksinya ga masuk masuk🙏please tolong perbaiki server nya mon maaf"
Akira Arya,3,2023-06-03 15:31:47,cukup baik
juana F.Bruri,5,2023-06-03 15:30:04,Oke.....
Arumi Fujajalianti,2,2023-06-03 15:28:57,Lemott prhh
Suerwin Erwin,2,2023-06-03 15:28:21,Saya kira mainan
marine mansone,5,2023-06-03 15:28:09,amazing
ida addausy,1,2023-06-03 15:26:41,Kenapa spinjam tidak bisa dibuka???
Bayu Erlangga,1,2023-06-03 15:24:48,Aplikasi dajal!!!! gw mau bayar pulsa via shoppepay kaga bisa terus!!!!!!!!!
HANZARI PUTRA PRATAMA,1,2023-06-03 15:24:40,"Aplikasi nya lama"" lol gini, gg"
Riska Andini,1,2023-06-03 15:23:47,"demi Allah aplikasi kalian lemotnya kebangetan, jaringan lancar aja padahal, mau bayar aja lama banget layar putih doang, penyimpanan udah banyak dihapus padahal dan harusnya udah cukup ruang, sampe data akun shopee aja ikut dihapus tapi lemotnya ga pernah berubah, makin parah malah sekarang, fiturnya kurangin coba, fitur nambah tapi kelancaran aplikasi makin lambat"
Walldi 14april,1,2023-06-03 15:23:45,Ongkir mahal
Dudin Nazmudin,5,2023-06-03 15:20:52,Sangat bahagia
Sasori,2,2023-06-03 15:20:37,"Berat banget aplikasinya, ram 8GB aja kewalahan, masa dengan pegawai IT yang begitu banyak gak bisa perbaikin aplikasinya, mending kayak Twitter aja, pegawai dikit tapi aplikasi optimal, dari pada kayak gini, buang-buang duit buat bayar pegawai, mending optimalkan aplikasinya, udah dari tahun lalu kek gini. Update : aplikasi masih lemot, malah keluarin update nggak jelas, mending kurangin pegawai, cari pegawai yang lebih berkualitas."
Danggoreng Danggoreng,4,2023-06-03 15:19:45,Shopee makin 👍 tp lama² lem0t
Fikri Multazam,5,2023-06-03 15:19:35,Memberikan manfaat yang begitu banyak
Lia Okta,1,2023-06-03 15:19:13,"apaan sih di update malah kaga jelas ,kaga bisa cod lah mana tiba tiba loanding padahal sinyal bagus pake wifi jga bagus ngapa shopee malah kaga jelas sih makin kesini makin males belanja ,tolong min bls biar ga kecewa jga penguna shopee dari dulu"
use sugiar,4,2023-06-03 15:18:32,terima kasih shopee
Linna Linnawar,2,2023-06-03 15:18:26,Mau coba dulu
Ira Aja,5,2023-06-03 15:17:10,Stop kan iklan ini
Dhini Oktaviana,1,2023-06-03 15:16:40,"Shopee ini gimana sih, pas mau beli pake sistem cod nggak bisa padahal tokonnya udah siapin sistem cod, bahkan bukan 1 toko doang semua toko setiap kali aku mau beli pake sistem cod yang udah disetujui tokonya malah nggak bisa, bahkan udah DM ig Shopee nya nggak di baca, INI GIMANA?!!"
LiaPark _24,4,2023-06-03 15:16:36,Suka sih belanja disini cuman emang aplikasi nya yg berjalan sering lemot lag parah padahal jaringan lancar buat di apl lain juga lancar terlalu mengganggu kalau lagi pengen buru2 mau belanja gabisa
Bayu Bagus Saputra,1,2023-06-03 15:14:56,Lemot berat update gak membantu
diordnav nav,5,2023-06-03 15:14:25,Top
Whin,5,2023-06-03 15:11:53,Bu GT Bu GT Qri.
Lulu Toyareka,1,2023-06-03 15:11:02,"Nyebelin,pesen food dari jam 8,sampe jam 10 malem belum sampe,jam pemesanan tetep berjalan,ujung²nya dibatalin hahahh"
arif bunda,5,2023-06-03 15:10:15,Sangat membantu...
abdul ismail,5,2023-06-03 15:09:58,👍👍👍👍👍
Aman Damai,5,2023-06-03 15:08:11,Khoridatul Bahiyah
Pengguna Google,3,2023-06-03 15:08:06,"Untuk masuk shopeenya aja gak bisa,cuma kedap kedip doang,mana masih ada saldo shopee pay"
Irma Nurul,1,2023-06-03 15:08:03,Kuanon sia sok muncul wae ka aing
Adie,1,2023-06-03 15:06:55,Aplikasi shopee ini harus kuat jaringannya .ketika buka aplikasi ini jaringannya langsung lemoot banget padahal buka fb.wa youtube oke oke ja.
hartini febriani,5,2023-06-03 15:06:53,Yetir mobil
Tian Gandhi,2,2023-06-03 15:03:56,"Kasihan bagi kami yg punya hp dengan ram kecil. Padahal kami berharap kepada shopee supaya bisa memiliki barang-barang bagus dengan harga terjangkau. Atau mungkin apk shopee ini hanya untuk golongan menengah keatas yg mampu untuk membeli hp dengan ram besar yg harganya mahal??? Maaf, apa shopee bisa membantu masalah kami ini??? Sinyal baik tapi kenapa apk sering keluar sendiri/lag atau ram yg kurang besar???"
Cokro Wibowo,5,2023-06-03 15:02:55,Barang nya murah murah
Sukarsa 12,5,2023-06-03 15:01:39,Ok
Mitha Ati,5,2023-06-03 14:58:56,Belanja Disini Tu Super Murah. The Best Bngt Sih 🥰🥰
rahmad kurniawan,1,2023-06-03 14:58:32,Antap
freng kxy,4,2023-06-03 14:57:29,Mohon maaf saya cewa pada penjual barang yg saya beli tidak sesuai dengan apa saya pesan tapi saya mau kembalikan .penjual tidak mau padahal garansi nya masih ada tolong di tegas kan lagi terimakasih kerja samanya
Ana Ajaa,5,2023-06-03 14:56:59,Oke sih menurut ku.🥰
Shella Nurul,5,2023-06-03 14:56:20,Terbaik
Nindia Septiani,5,2023-06-03 14:55:44,Baik
Sifa Bae,5,2023-06-03 14:55:29,Aplikasi nya bagus dan gak nglek
Gieo Iqbal,4,2023-06-03 14:55:08,Suka tapi nggak ada gratis ongkir nya mengapa harus ada minimal belaja
JEJAK 303,5,2023-06-03 14:54:47,Bgaus hanya saja utk ongkir free nya smankin sedikit untuk level gold dan platinum
Nazard Zenicth,1,2023-06-03 14:54:40,SUDAH KEBANYAKAN SYARAT. PADAHAL PENGGUNA SEMAKIN BANYAK. APLIKASI JADI SEMAKIN LAMBAT. DENGAN BERAT HATI KAMI PINDAH KE TOKPED DAN LAZADA.
Ali Rahmanpku,5,2023-06-03 14:53:48,Bagus
Nabih alhikam,2,2023-06-03 14:52:10,"Kak, fitur Flash sale nya banyak orang yang pakai bot, jadi seperti saya yang manual saja kalah cepat sama bot/AI Dan verifikasinya bisa di sistem otomatis oleh bot, bagaimana kak?"
Umy Kulsum,5,2023-06-03 14:51:47,ok
asep 606113,5,2023-06-03 14:50:31,Barang nya bagus. Pengiriman nya cepat. Lumayan ok..
Aden Prasetya,5,2023-06-03 14:48:04,Uname sama passwd hafal. Tpttep hrus vrfikasi lwat email. Emailku lupa. Linkyg dikasi untuk byr tgihan jg gabisa dibuka. Bukansalah sy yaa. Sy sdh usaha. Sy ga lari juga
Anjelo Prasetya,5,2023-06-03 14:48:01,Mantap
Winata Alfred,1,2023-06-03 14:46:53,Saya merasa dirugukan. Saya harus membayar tagihan spaylater. Transaksi padahal gagal di PLN mobile tapi di Spaylater berhasil. Loh kan ga nyambung saya lapor ke pln dan ke pihak shope. Keduanya sama² tidak mau tau. Dan saya dipaksan bayar tagihan 210.000. Yang produknya tidak bisa saya nikmatin.
William M,5,2023-06-03 14:46:28,Pokoknya sip pelayanannya
fitri roofy angwar,1,2023-06-03 14:45:45,Bangrut dah amin spaylater gk bisa di gunakan .padahal dulu bisa cicilanya juga gk pernah telat
Rizki Hidayat Rizki,5,2023-06-03 14:45:43,Mantul
Ami Aurer,1,2023-06-03 14:45:28,Ga penting
Erwan Gilang,4,2023-06-03 14:45:19,Lumayan lh ada perubahan mkin kesini
Ajay Prayoga,4,2023-06-03 14:43:54,keren
Merryana PutriBoungsu,1,2023-06-03 14:42:03,gk jelas banged
Mama Ringgang,5,2023-06-03 14:41:27,shoppe mantap
Alya Cinta Lestari,5,2023-06-03 14:37:28,Belanja disini murah2 lumayan harga2nya pas sma kantong pelajar trus suka sma artis2 dari luar negeri sma dalam negri intinya suka banget sma Shopee semangatt min💘💘kak undang lagi dong artis2nya
Ali Alatos,1,2023-06-03 14:37:27,bingung
Zaenal Arifin,4,2023-06-03 14:35:39,Mantap
Deisyefren Berhamba,5,2023-06-03 14:34:02,Shopee is the best
Jinka Blue,1,2023-06-03 14:33:58,"Pembayaran shopee melalui bank bsi kapan mau diperbaiki?? Soalnya mbanking yg saya punya cuma bsi, mohon perbaikan secepatnya...🙂"
M. Syahrul Al Rasyid,5,2023-06-03 14:33:12,"Toko Online terpercaya, termurah, terlengkap."
owi owi,5,2023-06-03 14:33:06,sangat baik
Anang Safitry,5,2023-06-03 14:32:59,Shopee semoga terus berjaya
Heri Purwanto,4,2023-06-03 14:32:13,Belanja di Shopee memang memuaskan... 👍🙏
War Diman,5,2023-06-03 14:31:48,"Bagus, dan cukup memuaskan"
pandu ardaya,5,2023-06-03 14:29:50,ok
Lisa,1,2023-06-03 14:27:53,"Kecewa bgt dengan Agen shopee pengambilan barang, jadwalnya jangan libur sabtu-minggu, minggu boleh lah dia libur tapi sabtu itu jangan, kaya pegawai kantoran aja pdhl kerja nya cuman di rumah aja jam boleh aja yak dia atur tapi jadwalnya Tlong di baikin lagi untuk Agen shopee pengambilan , kita sebagai pembeli merasa kecewa dgn lama di pengiriman sekaligus, pengambilan barang yang berjadwal"
Jaya Jaylani,5,2023-06-03 14:24:47,Jual beli
satu satu,5,2023-06-03 14:24:45,Aryaninna💶💲
Pontas Dana Prasetya,5,2023-06-03 14:24:15,Shopee memang yg terbaik
Chinoer_ 148,5,2023-06-03 14:23:32,"Semenjak pake shopee sekarang belanja apa aja bisa di lakukan di rumah ,sangat membantu"
Muhammad Soleh Albatawi Albatawi,5,2023-06-03 14:22:38,Belanja dishopee cepat pengiriman barang yg kita beli.👍👍👍👍👍
Kevin Pratama,5,2023-06-03 14:21:10,Sangat bagus pengiriman cepat
Natasha Atia,1,2023-06-03 14:20:46,"kok gabisa checkout katanya ada aktivitas mencurigakan pdhl ga ada ngapa'in , bikin akun baru jg ttp gabisa , tolong ini knp ya"
Thara Diandra,1,2023-06-03 14:20:11,"Gk berhenti iklan di picsart,gk bisa di skip."
Nadia Oktaviani,5,2023-06-03 14:19:48,Kamu nanya
Kolik Anbiya,5,2023-06-03 14:19:48,Bagus banyak diskon
Titaaprl hsrptr,1,2023-06-03 14:19:25,"Ko makin lemot sih, di upgrade malah makin buruk;) gimna ini, tolong perbaiki biar pengguna nya juga nyaman."
Siti Maryam,5,2023-06-03 14:18:38,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
Ikhsan Udin,5,2023-06-03 14:18:14,Kerja bagus
Dava Alifiansyah,3,2023-06-03 14:16:49,Lumayan enak sih karena pengiriman nya lama sekali
Ayu Listiana2909,5,2023-06-03 14:16:22,"apl baguss, cuma kadang eror"
Imam Dwi stiono,5,2023-06-03 14:16:03,"Terimakasih shopee sangat membantu sekarang aplikasina lancar dan tidak lelet lagi,"
yogi lasmana,1,2023-06-03 14:13:23,"Maaf untuk event capit gebyar hadiah. Kalo bisa kasih kesempatan bagi yang belem mendapatkan hadiah besar . Jangan akun itu terus yang dapat, semua pengguna juga ingin merasakannya . Makasi, kalo ada perubahan , sya kasih bintang 5, terima kasih"
Siti Handayani,2,2023-06-03 14:12:08,"Mfa.# s.,,"
ahmad s,5,2023-06-03 14:12:05,dapat membantu belanja dengan mudah
Aku Manusia,1,2023-06-03 14:11:50,E n t ot emeng ni
ali vijay,5,2023-06-03 14:09:36,Mantaaaab shopee... Gratis ongkirnya perlu ditambah lagi.. Krn sy sering belanja utk dijual lagi. Kalo gratis ongkirnya habis lalu beli dg biaya yg standar maka kita sbg pedagang kedua akan sulit utk berjualan lagi.
Ull xmi,1,2023-06-03 14:08:47,Shopi kontoll
M RIKO ANDIKA KURNIAWAN,5,2023-06-03 14:07:22,Bagus sesuai pesanan
Diky fani W,5,2023-06-03 14:06:17,oke
alfian solehadi,5,2023-06-03 14:05:50,gg
Surya Megapermana,5,2023-06-03 14:05:29,Bagusssss.......👍👍👍
Al Lukman,1,2023-06-03 14:05:21,Walaupun udah di update tetap lemot
Dedi Sutardi,5,2023-06-03 14:03:43,Terbaik..
Wapa Paijo,4,2023-06-03 14:03:04,enakkkk
Bagus Evolution,1,2023-06-03 14:01:24,"Biaya penanganan sampe 8000, makin males belanja di shopee"
Anre Taukani,1,2023-06-03 14:00:49,Aplikasi lemot sinyal bagus tapi ngabisin batre boross
Ami Lailasari,2,2023-06-03 13:57:30,"Maaf di kurangi bintang nya, bingung Shopee sekarang ko kaya gini lemot loading nya lama, jaringan sudah bagus,Shopee pay gk bisa di gunain, padahal dah persi terbaru."
Andrias Iswahyudi,5,2023-06-03 13:56:26,Ok
Orang edan,3,2023-06-03 13:55:52,"Expedisi nya pada males ambil orderan, masa sudah check out, baru lusa diambil/diserahkan ke kurir, bukan sekali dua kali kaya gini. Subsidi free ongkir nya dipangkas jadi hemat ya, cuma ditulis reguler."
Xiang Coll,5,2023-06-03 13:52:37,the best
sandi rusli,3,2023-06-03 13:51:39,"Saran min, sebaiknya pilah lagi seller yg benar benar berjualan atau yg cuma main-main aja, ada seller yg cepat responnya ada juga yg lemot responnya sampe saya harus nunggu berhari-hari bahkan sampe ada yg gk respon sama sekali walaupun seller sedang online 🙏"
Angger Sulaiman Annam,1,2023-06-03 13:50:40,"kecewa banget sama shopee yang sekarang, lemot banget padahal udah pake data seluler/wifi, Shopee dulu ok punya ga lemot kaya sekarang, tolong diperbaiki lagi"
ANADIA ANGGUN,5,2023-06-03 13:50:16,"aplikasi nya gampang di gunakan, mempermudah dalam berbelanja"
Sri Ati,5,2023-06-03 13:49:24,Bagus bgt
Pungki Bahar,4,2023-06-03 13:49:09,Hm...ibi BJB inizy U
محمد كيسى غلبا,5,2023-06-03 13:47:53,"Server terlalu berat min , selebih nya ok"
Firda Dian,1,2023-06-03 13:45:46,Busuk
Ar Rafi,2,2023-06-03 13:45:21,Jika reting tak ingin turun cobaa bagaimana agar tidak lemot...mungkin lumayan banyak yang menyukai aplikasi ini.hanya saja tidak semuaa orang memiliki kapasitas hp yg besar (lebih canggih) jadi tolong usahakan agar tidak memberatkan hp.agar tidak lemot dan agar orang yang menikmati aplikasi ini tidak pindak ke lain nya.
Harits Gaming,1,2023-06-03 13:44:39,"Jarak toko ke rumah saya cuma ±40km, jarak kantor shopee express hub martapura dengan rumah saya gak lebih dari 2km, tapi pengiriman melalui shopee express sampai kerumah paling cepat 5 hari, sebelumnya waktu bisa milih pakai J&T atau JNE jarak segitu 2 hari paling lambat sampai. Emang shopee express nya yang LEEEEMMOOTTTT👎"
Yendri Khaira,5,2023-06-03 13:43:50,Belanja dari rumah lebih menyenangkan.🤭🤭
Muh Faizal Kaso Asrie,5,2023-06-03 13:43:25,😀
Key lla,3,2023-06-03 13:43:03,KAU KALO DI CARI APA JANGAN LAH NGELUARIN JAWABAN YANG LAEN ANJENG
Lukman Yasir,4,2023-06-03 13:42:51,lumayan lah tapi kalo bisa...di tingkatkan lagi performanya..🙏 biar gk ada lagi error errornya
Nurul Fitria Setyaningrum,1,2023-06-03 13:42:25,"Tak kirain beneran dapet koin waktu main capit ternyata bohongan! Ngabisin koin aja udah top up mahal"" eh malah di tipu"
haerul azzam,1,2023-06-03 13:41:55,Iklan nya ada dimana²
Baihaqi Bay,1,2023-06-03 13:41:15,Tidak suka lagi applikasi banyak bohong nya...!
Adly Eko prasetia,1,2023-06-03 13:40:58,"Aplikasi nya sangat lelet tolol,meresahkan jangan di download!"
Ahmad Sohib,5,2023-06-03 13:40:12,Shopee semakin mantap.
Indra Kusuma kamal,5,2023-06-03 13:38:59,Huhuu
Ayu Magdalena,5,2023-06-03 13:38:27,Bagus
Anggraena Rena,2,2023-06-03 13:37:55,"Minus Shopee cuma satu : Chat pribadi nggak bisa di hapus kek marketplace sebelah, jadi kalau salah kirim nggak bisa dihapus terus mau checkout tombolnya keras"
Sym R-nine,4,2023-06-03 13:37:22,No coment
Sultoni 06,4,2023-06-03 13:36:37,Lumayan lah.
Waina Ajjah,5,2023-06-03 13:36:08,"Tiba"" akunny ilang?"
Terbit Matias,1,2023-06-03 13:35:50,"Saya heran diaplikasi Shopee ini terlalu lama saya menggunakan aplikasi ini tapi hanya belanja saja yg bisa digunakan selain itu tidak ada fitur yang dapat digunakan alasanny akarna data saya tidak sesuai,data yang seperti apa...???? Tidak ada yang palsu dari data saya 🤦"
Jajang Baso,5,2023-06-03 13:34:38,Bagus mantap apelikasi shopee66mega
Rusydi Bourlyn,5,2023-06-03 13:34:29,tempat belanjanya sangat bagus dan nyaman di sini sangat lengkap apa yg kita cari saya sudah teruji belanja di sini semoga dan berharap kedepannya bisa banyak promo dan maupun voucher Shopie nya saat mau belanja
Ima Normalia,3,2023-06-03 13:34:10,Filter tidak berfungsi baik
Wahyu Rama Dian 08,1,2023-06-03 13:33:38,tonb
annis afifah,3,2023-06-03 13:31:32,"Makin kesini makin susah di akses.. Ribet, dan lemotny itu bikin orang gk sabar.. Uda sering hapus cache tp tetep aja. Terus sekarang GAK BANYAK VOCHER GRATIA ONGKIR kan syedih mau belanja2 susah berat di ongkir"
Wandi Rhamdani,2,2023-06-03 13:31:20,Aplikasinya lemot banget parah
MHDSTBY,3,2023-06-03 13:30:29,Kecewa
Desri Wandy,5,2023-06-03 13:30:19,Ok terpercaya
Refan Udin,5,2023-06-03 13:30:06,Bagus
Firman Bungo,5,2023-06-03 13:29:59,Dari pemesanan sampai dengan penerimaan sangat lancar.
Samsul Hadi,5,2023-06-03 13:28:42,Bagus aku mau coba kelihatan nya menarik
Intan Tricahyani,3,2023-06-03 13:28:22,suka ngelag bngttt pdhl memo ga penuh
Meutia Salsabila,3,2023-06-03 13:27:37,"capek beutt kalo buka ni app, lemottt bangett, plisss perbaiki dong emosi mulu kalo lagi scroll barang lemott parahh"
Bhrl • Swy,1,2023-06-03 13:27:29,Aplikasi jelek banget argh
Agus_bhontot Official,5,2023-06-03 13:27:12,Sangat membantu saya untuk mencari barang
Imam,1,2023-06-03 13:24:30,Lemooottt apk sangat beraaaatt apus juga ni lama lama
Suryo Gunanto,5,2023-06-03 13:24:01,Shopee masih yang terbaik....
kukyuii,1,2023-06-03 13:23:14,berat amat aplikasi ny
hendro ludirman,1,2023-06-03 13:22:31,Lemot parah ram masih tersisa 4gb memori internal masih 98gb apakah masih kurang ya hanya menjalan kan apk ini🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
Fariz Firmansyah,5,2023-06-03 13:21:28,Pokoknya the best lah
Tesalonika Walewangko,5,2023-06-03 13:20:30,Baik
Taufik sudrajat,5,2023-06-03 13:19:50,Memuaskan
Kokoronashi 6382,5,2023-06-03 13:19:49,"Kenyamanan no 1, cuma di shopee aja.."
Nur Hayati,5,2023-06-03 13:19:34,Bagus banget buat blanja di utangin juga😁 tapie tetep bayarnya harus amanah🤗
jekky Chen,5,2023-06-03 13:19:14,Yaa begitulah
Jusniar 70,5,2023-06-03 13:19:08,"Sangat membantu untuk semua keperluan.....mantap, sukses selalu shopee"
Apriliani Gina rizki,1,2023-06-03 13:18:37,"Lemot parah bangettt,mau bayar pake shopepay aja butuh waktu 1jam makin kesini makin gajelasss"
Gilang Maisuriandi Putra,1,2023-06-03 13:18:10,"Kurir ny ga ramah, Seharusnya shopee punya fitur profile kurir biar yg beli kagak pusing lagi nunggu barang... Soalnya kurir disini nelpon biasa ujung²nya satu hari barang gagal karena no ku ga ke telpon... Seharusnya shopee kasih biodata kurir yang mengantar ke tempat tujuan.. sehingga jika pembeli ada kesalahan teknis, bisa menghungi kurir mengunakan alat komunikasi yg lain... Kayak whatsapp atau hp lain... Jadi barang ga asal batal aja sama kurirnya.. ditunggu pembaharuan nya..."
BEGUNDAL Bet,5,2023-06-03 13:18:06,Ok
Erina Damayanti,2,2023-06-03 13:18:04,"Maaf saya ubah karna 2 Minggu tidak aktif, padahal setiap hari aktif tuh shopee selalu dibuka. Pantesan ada yang beli tidak bisa, dgn alasan saya tidak aktif 2 Minggu, padahal selalu buka tiap hari."
Elsa Marsha andita,1,2023-06-03 13:17:28,saya tidak pesan barang tapi ke pesan sendiri 3 barang dong langsung aku hapus
Abdullah Fikri,5,2023-06-03 13:17:20,Sangat membantu terima kasih
Solatiah Tia,4,2023-06-03 13:16:42,Jarang dpt gratis ongkir yg 0rupiah
gideon markus,5,2023-06-03 13:16:22,pas
Mohammad Prayoga,1,2023-06-03 13:14:35,"Koinya udh susah payah ngumpulinya,belum juga digunakan mlh ilang"
Arul Arul,3,2023-06-03 13:12:19,Kurirnya gk Rama trus kan aku pesan COD malh disuruh ambil sendiri idihh
Adzkia Azzahra,5,2023-06-03 13:11:17,Lebih baik MB nya di kurangin ya👍
Farizy Anakcerdas,4,2023-06-03 13:10:02,Bagus dan baik tapi tolong jangan update terus
